County Code, County Name, District Code, District Name, School Code, School Name, Address1, City, State, Zip, Phone
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,300,Garfield Public Preschool Annex  @ Holy Trinity,85 Summit Ave,Garfield,NJ,07026,(973)772-3462
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,205,JAMES MADISON SCHOOL #10,62 ALPINE ST,GARFIELD,NJ,07026,(973)253-2716
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,100,ROOSEVELT SCHOOL #7,225 LINCOLN PL,GARFIELD,NJ,07026,(973)340-5037
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,140,SCHOOL #4 ANNEX,30 MADONNA PLACE,GARFIELD,NJ,07026,(973)252-2714
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,120,WASHINGTON IRVING SCHOOL #4,12 MADONNA PLACE,GARFIELD,NJ,07026,(973)340-5034
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,130,WOODROW WILSON SCHOOL #5,205 OUTWATER LANE,GARFIELD,NJ,07026-2635,(973)340-5035
03,BERGEN,1760,GLEN ROCK PUBLIC SCHOOL DISTRICT,065,ALEXANDER HAMILTON SCHOOL,380 HARRISTOWN ROAD,GLEN ROCK,NJ,07452,(201)445-7700
03,BERGEN,1760,GLEN ROCK PUBLIC SCHOOL DISTRICT,080,CENTRAL SCHOOL,600 S MAPLE AVE,GLEN ROCK,NJ,07452-1821,(201)445-7700
03,BERGEN,1760,GLEN ROCK PUBLIC SCHOOL DISTRICT,090,CLARA E COLEMAN SCHOOL,100 PINELYNN RD,GLEN ROCK,NJ,07452-3025,(201)445-7700
03,BERGEN,1760,GLEN ROCK PUBLIC SCHOOL DISTRICT,050,GLEN ROCK HIGH SCHOOL,400 HAMILTON AVENUE,GLEN ROCK,NJ,07452-2328,(201)445-7700
03,BERGEN,1760,GLEN ROCK PUBLIC SCHOOL DISTRICT,060,GLEN ROCK MIDDLE SCHOOL,600 HARRISTOWN ROAD,GLEN ROCK,NJ,07452,(201)445-7700
03,BERGEN,1760,GLEN ROCK PUBLIC SCHOOL DISTRICT,070,RICHARD E BYRD,640 DOREMUS AVE,GLEN ROCK,NJ,07452-2033,(201)445-7700
03,BERGEN,2090,HAWORTH PUBLIC SCHOOL,050,Haworth Public School,205 VALLEY RD,HAWORTH,NJ,07641-1218,(201)384-5526
03,BERGEN,2180,HILLSDALE BOARD OF EDUCATION,010,Ann Blanche Smith,1000 HILLSDALE AVE,HILLSDALE,NJ,07642,(201)664-1188
03,BERGEN,2180,HILLSDALE BOARD OF EDUCATION,020,George G White,120 MAGNOLIA AVE,HILLSDALE,NJ,07642-2131,(201)664-0286
03,BERGEN,2180,HILLSDALE BOARD OF EDUCATION,030,Meadowbrook,50 PIERMONT AVE,HILLSDALE,NJ,07642,(201)664-8088
03,BERGEN,1860,Hackensack City,100,Fairmount,105 GRAND AVENUE,HACKENSACK,NJ,07601,(201)646-7890
03,BERGEN,1860,Hackensack City,110,Fanny Meyer Hillers,56 LONGVIEW AVENUE,HACKENSACK,NJ,07601,(201)646-7870
03,BERGEN,1860,Hackensack City,050,Hackensack High School,FIRST & BEECH STREETS,HACKENSACK,NJ,07601,(201)646-7900
03,BERGEN,1860,Hackensack City,300,Hackensack Middle School,360 Union Street,Hackensack,NJ,07601,(201)646-7842
03,BERGEN,1860,Hackensack City,120,Jackson Avenue,421 JACKSON AVE,HACKENSACK,NJ,07601,(201)646-7990
03,BERGEN,1860,Hackensack City,090,Nellie K. Parker,261 MAPLE HILL DR,HACKENSACK,NJ,07601,(201)646-8020
03,BERGEN,2050,Harrington Park School District,050,Harrington Park School District,191 HARRIOT AVE,HARRINGTON PARK,NJ,07640-1401,(201)768-5700
03,BERGEN,2080,Hasbrouck Heights Board of Education,060,Euclid Elementary School,1 BURTON AVENUE,HASBROUCK HEIGHTS,NJ,07604,(201)288-6150
03,BERGEN,2080,Hasbrouck Heights Board of Education,050,Hasbrouck Heights High School,365 BOULEVARD,HASBROUCK HEIGHTS,NJ,07604-1402,(201)288-6150
03,BERGEN,2080,Hasbrouck Heights Board of Education,055,Hasbrouck Heights Middle School,365 BOULEVARD,HASBROUCK HEIGHTS,NJ,07604-1402,(201)288-6150
03,BERGEN,2080,Hasbrouck Heights Board of Education,080,Lincoln Elementary School,BURTON & PATERSON AVES,HASBROUCK HEIGHTS,NJ,07604,(201)288-6150
03,BERGEN,2200,Ho-Ho-Kus School District,050,Ho-Ho-Kus Public School,70 LLOYD ROAD,HO  HO  KUS,NJ,07423,(201)652-4555
03,BERGEN,2620,Leonia Public Schools,060,Anna C. Scott Elementary School,100 Highland Street,Leonia,NJ,07605,(201)302-5200
03,BERGEN,2620,Leonia Public Schools,050,Leonia High School,100 Chrisite Heights Street,Leonia,NJ,07605-1525,(201)302-5200
03,BERGEN,2620,Leonia Public Schools,055,Leonia Middle School,500 Broad Avenue,Leonia,NJ,07605,(201)302-5200
03,BERGEN,2710,Little Ferry Public Schools,030,Memorial Elementary School,130 LIBERTY ST,LITTLE FERRY,NJ,07643-1756,(201)641-6186
03,BERGEN,2710,Little Ferry Public Schools,050,Washington Elementary School,123 LIBERTY ST,LITTLE FERRY,NJ,07643-1710,(201)641-6760
03,BERGEN,2740,Lodi Public Schools,060,Columbus School,370 WESTERVELT PLACE,LODI,NJ,07644,(973)478-0514
03,BERGEN,2740,Lodi Public Schools,065,Hilltop School,200 KIPP AVENUE,LODI,NJ,07644,(973)778-1213
03,BERGEN,2740,Lodi Public Schools,050,Lodi High School,99 PUTNAM STREET,LODI,NJ,07644,(973)478-6100
03,BERGEN,2740,Lodi Public Schools,080,Roosevelt School,435 PASSAIC AVENUE,LODI,NJ,07644,(973)777-8511
03,BERGEN,2740,Lodi Public Schools,067,Thomas Jefferson Middle School,75 FIRST STREET,LODI,NJ,07644,(973)478-8662
03,BERGEN,2740,Lodi Public Schools,090,Washington School,310 N  MAIN STREET,LODI,NJ,07644,(973)777-8513
03,BERGEN,2740,Lodi Public Schools,100,Wilson School,80 UNION STREET,LODI,NJ,07644,(973)473-8189
03,BERGEN,2860,Lyndhurst School District,060,Columbus School,640 LAKE AVE,LYNDHURST,NJ,07071-1207,(201)896-2075
03,BERGEN,2860,Lyndhurst School District,070,Franklin School,360 STUYVESANT AVE,LYNDHURST,NJ,07071-2122,(201)896-2077
03,BERGEN,2860,Lyndhurst School District,080,Jefferson School,336 LAKE AVE.,LYNDHURST,NJ,07071-1416,(201)896-2065
03,BERGEN,2860,Lyndhurst School District,090,Lincoln School,281 RIDGE RD,LYNDHURST,NJ,07071-1928,(201)438-5683
03,BERGEN,2860,Lyndhurst School District,050,Lyndhurst High School,400 Weart Avenue,LYNDHURST,NJ,07071,(201)896-2100
03,BERGEN,2860,Lyndhurst School District,110,Roosevelt School,530 STUYVESANT AVE,LYNDHURST,NJ,07071-2628,(201)896-2068
03,BERGEN,2860,Lyndhurst School District,120,Washington School,709 RIDGE RD,LYNDHURST,NJ,07071-3215,(201)896-2072
03,BERGEN,3060,MAYWOOD BOARD OF EDUCATION,060,MAYWOOD AVENUE SCHOOL,452 MAYWOOD AVE,MAYWOOD,NJ,07607-1969,(201)845-9110
03,BERGEN,3060,MAYWOOD BOARD OF EDUCATION,070,MEMORIAL,764 GRANT AVE,MAYWOOD,NJ,07607-1621,(201)845-9113
03,BERGEN,2900,Mahwah Township Public Schools,060,Betsy Ross,20 MALCOLM RD,MAHWAH,NJ,07430-1822,(201)762-2250
03,BERGEN,2900,Mahwah Township Public Schools,080,George Washington,39 FARDALE AVENUE,MAHWAH,NJ,07430,(201)762-2242
03,BERGEN,2900,Mahwah Township Public Schools,075,Joyce Kilmer,80 RIDGE ROAD,MAHWAH,NJ,07430,(201)762-2270
03,BERGEN,2900,Mahwah Township Public Schools,065,Lenape Meadows,160 RIDGE ROAD,MAHWAH,NJ,07430,(201)762-2260
03,BERGEN,2900,Mahwah Township Public Schools,050,Mahwah High,50 RIDGE ROAD,MAHWAH,NJ,07430,(201)762-2300
03,BERGEN,2900,Mahwah Township Public Schools,076,Ramapo Ridge,150 RIDGE ROAD,MAHWAH,NJ,07430,(201)762-2380
03,BERGEN,3170,Midland Park Public Schools,300,Godwin Elementary School,41 E. Center Street,Midland Park,NJ,07432,(201)445-5350
03,BERGEN,3170,Midland Park Public Schools,070,Highland Elementary School,31 HIGHLAND AVE,MIDLAND PARK,NJ,07432-1803,(201)445-3880
03,BERGEN,3170,Midland Park Public Schools,050,Midland Park Jr./Sr. High School,250 PROSPECT ST,MIDLAND PARK,NJ,07432,(201)444-7400
03,BERGEN,3330,Montvale Board of Education,020,Fieldstone Middle School,47 Spring Valley Road,Montvale,NJ,07645,(201)391-9000
03,BERGEN,3330,Montvale Board of Education,030,Memorial Elementary School,53 Grand Avenue West,Montvale,NJ,07645,(201)391-2900
03,BERGEN,3350,Moonachie,060,Robert L. Craig School,20 WEST PARK STREET,MOONACHIE,NJ,07074-1115,(201)641-5833
03,BERGEN,3550,NEW MILFORD SCHOOL DISTRICT,060,BERKLEY STREET ELEMENTARY SCHOOL,812 BERKLEY STREET,NEW MILFORD,NJ,07646,(201)262-0191
03,BERGEN,3550,NEW MILFORD SCHOOL DISTRICT,070,BERTRAND F GIBBS ELEMENTARY SCHOOL,195 SUTTON PLACE,NEW MILFORD,NJ,07646,(201)261-0939
03,BERGEN,3550,NEW MILFORD SCHOOL DISTRICT,085,DAVID E. OWENS MIDDLE SCHOOL,470 MARION AVENUE,NEW MILFORD,NJ,07646,(201)265-8661
03,BERGEN,3550,NEW MILFORD SCHOOL DISTRICT,050,NEW MILFORD HIGH SCHOOL,ONE SNYDER CIRCLE,NEW MILFORD,NJ,07646,(201)262-0172
03,BERGEN,3730,NORTHVALE PUBLIC SCHOOL,050,NORTHVALE PUBLIC SCHOOL,441 TAPPAN ROAD,NORTHVALE,NJ,07647,(201)768-8484
03,BERGEN,3600,North Arlington School District,060,Jefferson Elementary School,100 Prospect Avenue,North Arlington,NJ,07031,(201)991-6800
03,BERGEN,3600,North Arlington School District,050,North Arlington High School,222 Ridge Road,North Arlington,NJ,07031,(201)991-6800
03,BERGEN,3600,North Arlington School District,090,North Arlington Middle School,45 Beech Street,North Arlington,NJ,07031,(201)991-6800
03,BERGEN,3600,North Arlington School District,070,Roosevelt Elementary School,50 Webster Street,North Arlington,NJ,07031,(201)991-6800
03,BERGEN,3600,North Arlington School District,080,Washington Elementary School,175 Albert Street,North Arlington,NJ,07031,(201)991-6800
03,BERGEN,3700,Northern Highlands Regional High School,050,Northern Highlands Regional High School,298 HILLSIDE AVE,ALLENDALE,NJ,07401-1447,(201)327-8700
03,BERGEN,3710,Northern Valley Regional High School,050,NORTHERN VALLEY REGIONAL HIGH SCHOOL AT DEMAREST,150 KNICKERBOCKER RD,DEMAREST,NJ,07627-1026,(201)768-3200
03,BERGEN,3710,Northern Valley Regional High School,060,Norther Valley Reg Old Tappen High Schoo,CENTRAL AVE,OLD TAPPAN,NJ,07675,(201)784-1600
03,BERGEN,3740,Norwood Public School,020,Norwood Public School,177 SUMMIT ST,NORWOOD,NJ,07648-1812,(201)768-6363
03,BERGEN,3850,OLD TAPPAN PUBLIC SCHOOL DISTRICT,030,Charles DeWolf Middle School,275 OLD TAPPAN RD,OLD TAPPAN,NJ,07675-7047,(201)664-1475
03,BERGEN,3850,OLD TAPPAN PUBLIC SCHOOL DISTRICT,060,T. Baldwin Demarest Elementary School,1 SCHOOL ST,OLD TAPPAN,NJ,07675,(201)664-7176
03,BERGEN,3870,ORADELL SCHOOL DISTRICT,050,Oradell Public School,350 PROPECT AVENUE,ORADELL,NJ,07649,(201)261-1180
03,BERGEN,3760,Oakland Board of Education,040,Dogwood Hill Elementary School,25 DOGWOOD DR,OAKLAND,NJ,07436-2659,(201)337-5822
03,BERGEN,3760,Oakland Board of Education,050,Heights Elementary School,114 SEMINOLE AVE,OAKLAND,NJ,07436-2924,(201)337-4147
03,BERGEN,3760,Oakland Board of Education,060,Manito Elementary School,111 MANITO AVE,OAKLAND,NJ,07436-4012,(201)337-6106
03,BERGEN,3760,Oakland Board of Education,080,Valley Middle School,71 OAK ST,OAKLAND,NJ,07436-1944,(201)337-8185
03,BERGEN,3960,PASCACK VALLEY REGIONAL HIGH SCHOOL DISTRICT,040,PASCACK HILLS HIGH SCHOOL,225 WEST GRAND AVENUE,MONTVALE,NJ,07645,(201)358-7015
03,BERGEN,3960,PASCACK VALLEY REGIONAL HIGH SCHOOL DISTRICT,050,PASCACK VALLEY HIGH SCHOOL,200 PIERMONT AVE,HILLSDALE,NJ,07642,(201)358-7060
03,BERGEN,3960,PASCACK VALLEY REGIONAL HIGH SCHOOL DISTRICT,300,Programs at Park Academy,609 Westwood Avenue,River Vale,NJ,07675,(201)358-7060
03,BERGEN,3910,Palisades Park Board of Education,080,Charles R Smith Early Chilhood Center,271 SECOND STREET,PALISADES PARK,NJ,07650,(201)947-3556
03,BERGEN,3910,Palisades Park Board of Education,070,Lindbergh Elementary School,401 GLEN AVE,PALISADES PARK,NJ,07650,(201)947-3556
03,BERGEN,3910,Palisades Park Board of Education,050,Palisades Park Jr-Sr High School,VETERANS PLAZA,PALISADES PARK,NJ,07650,(201)941-1100
03,BERGEN,3930,Paramus Public Schools,065,East Brook Middle School,190 SPRING VALLEY RD,PARAMUS,NJ,07652-5342,(201)261-7800
03,BERGEN,3930,Paramus Public Schools,080,Memorial Elementary School,EAST 203 MIDLAND AVE,PARAMUS,NJ,07652,(201)261-7800
03,BERGEN,3930,Paramus Public Schools,090,Midland Elementary School,241 WEST MIDLAND AVENUE,PARAMUS,NJ,07652,(201)261-7800
03,BERGEN,3930,Paramus Public Schools,050,Paramus High School,99 EAST CENTURY RD,PARAMUS,NJ,07652,(201)261-7800
03,BERGEN,3930,Paramus Public Schools,100,Parkway Elementary School,145 E Ridgewood Avenue,PARAMUS,NJ,07652,(201)261-7800
03,BERGEN,3930,Paramus Public Schools,110,Ridge Ranch Elementary School,345 LOCKWOOD DRIVE,PARAMUS,NJ,07652,(201)261-7800
03,BERGEN,3930,Paramus Public Schools,130,Stony Lane Elementary School,W 110 RIDGEWOOD AVE,PARAMUS,NJ,07652-4131,(201)261-7800
03,BERGEN,3930,Paramus Public Schools,060,West Brook Middle School,560 ROOSEVELT BLVD,PARAMUS,NJ,07652,(201)261-7800
03,BERGEN,3940,Park Ridge Public Schools,060,East Brook Elementary School,167 SIBBALD DR,PARK RIDGE,NJ,07656,(201)930-4888
03,BERGEN,3940,Park Ridge Public Schools,050,Park Ridge High School,2 PARK AVE,PARK RIDGE,NJ,07656-1240,(201)573-6000
03,BERGEN,3940,Park Ridge Public Schools,070,West Ridge Elementary School,18 South  First Street,PARK RIDGE,NJ,07656,(201)930-4898
03,BERGEN,4300,RAMAPO INDIAN HILLS REGIONAL HIGH SCHOOL DISTRICT,030,INDIAN HILLS HIGH SCHOOL,97 YAWPO AVE,OAKLAND,NJ,07436-2740,(201)337-0100
03,BERGEN,4300,RAMAPO INDIAN HILLS REGIONAL HIGH SCHOOL DISTRICT,050,RAMAPO HIGH SCHOOL,331 GEORGE STREET,FRANKLIN LAKES,NJ,07417,(201)891-1500
03,BERGEN,4310,RAMSEY PUBLIC SCHOOLS,055,Eric S. Smith Middle School,2 MONROE STREET,RAMSEY,NJ,07446-1411,(201)785-2313
03,BERGEN,4310,RAMSEY PUBLIC SCHOOLS,060,John Y Dater Elementary School,35 SCHOOL STREET,RAMSEY,NJ,07446-1833,(201)785-2325
03,BERGEN,4310,RAMSEY PUBLIC SCHOOLS,070,Mary A. Hubbard Elementary School,10 HUBBARD LANE,RAMSEY,NJ,07446-2202,(201)785-2301
03,BERGEN,4310,RAMSEY PUBLIC SCHOOLS,050,RAMSEY HIGH SCHOOL,256 E  MAIN STREET,RAMSEY,NJ,07446-1927,(201)785-2300
03,BERGEN,4310,RAMSEY PUBLIC SCHOOLS,080,Wesley D Tisdale Elementary School,200 ISLAND AVENUE,RAMSEY,NJ,07446-1566,(201)785-2336
03,BERGEN,4380,Ridgefield Park Township,060,Grant Elementary School,104 HENRY ST,RIDGEFIELD PARK,NJ,07660-2209,(201)641-0441
03,BERGEN,4380,Ridgefield Park Township,070,Lincoln Elementary School,712 LINCOLN AVENUE,RIDGEFIELD PARK,NJ,07660,(201)994-1830
03,BERGEN,4380,Ridgefield Park Township,050,Ridgefield Park Jr Sr High School,1 OZZIE NELSON DRIVE,RIDGEFIELD PARK,NJ,07660,(201)440-1440
03,BERGEN,4380,Ridgefield Park Township,080,Roosevelt  Elementary School,508 TEANECK ROAD,RIDGEFIELD PARK,NJ,07660,(201)440-0808
03,BERGEN,4370,Ridgefield Public Schools,065,Bergen Boulevard School,635 BERGEN BLVD,RIDGEFIELD,NJ,07657,(201)943-1861
03,BERGEN,4370,Ridgefield Public Schools,050,Ridgefield Memorial High School,555 WALNUT ST,RIDGEFIELD,NJ,07657,(201)945-4455
03,BERGEN,4370,Ridgefield Public Schools,090,Shaler Academy,455 SHALER BOULEVARD,RIDGEFIELD,NJ,07657,(201)313-2476
03,BERGEN,4370,Ridgefield Public Schools,100,Slocum Skewes School,650 PROSPECT AVE,RIDGEFIELD,NJ,07657,(201)943-4299
03,BERGEN,4390,Ridgewood Public Schools,060,Benjamin Franklin Middle School,335 NORTH VAN DIEN AVE,RIDGEWOOD,NJ,07451,(201)670-2780
03,BERGEN,4390,Ridgewood Public Schools,070,George Washington Middle School,155 WASHINGTON PL,RIDGEWOOD,NJ,07451,(201)670-2790
03,BERGEN,4390,Ridgewood Public Schools,080,Glen School,865 EAST GLEN AVENUE,RIDGEWOOD,NJ,07451,(201)251-3140
03,BERGEN,4390,Ridgewood Public Schools,085,Hawes Elementary School,531 STEVENS AVENUE,RIDGEWOOD,NJ,07451,(201)670-2720
03,BERGEN,4390,Ridgewood Public Schools,120,Orchard Elementary School,230 DEMAREST ST,RIDGEWOOD,NJ,07451,(201)670-2730
03,BERGEN,4390,Ridgewood Public Schools,090,Ridge Elementary School,325 WEST RIDGEWOOD AVE,RIDGEWOOD,NJ,07450-3624,(201)670-2740
03,BERGEN,4390,Ridgewood Public Schools,050,Ridgewood High School,627 EAST RIDGEWOOD AVE,RIDGEWOOD,NJ,07451,(201)670-2800
03,BERGEN,4390,Ridgewood Public Schools,100,Somerville Elementary School,45 SOUTH PLEASANT AVE,RIDGEWOOD,NJ,07451,(201)670-2750
03,BERGEN,4390,Ridgewood Public Schools,110,Travell Elementary School,340 BOGERT AVE,RIDGEWOOD,NJ,07451,(201)670-2760
03,BERGEN,4390,Ridgewood Public Schools,130,Willard Elementary School,601 MORNINGSIDE RD,RIDGEWOOD,NJ,07451,(201)670-2770
03,BERGEN,4405,River Dell Regional School District,060,River Dell Middle School,230 WOODLAND AVENUE,ORADELL,NJ,07649,(201)599-7246
03,BERGEN,4405,River Dell Regional School District,050,River Dell Regional High School,55 PYLE STREET,ORADELL,NJ,07649,(201)599-7240
03,BERGEN,4410,River Edge Schools,030,Cherry Hill School,410 BOGERT RD,RIVER EDGE,NJ,07661-1813,(201)261-3405
03,BERGEN,4410,River Edge Schools,050,Roosevelt School,711 SUMMIT AVE,RIVER EDGE,NJ,07661-2201,(201)261-1546
03,BERGEN,4430,River Vale Publc Schools,050,Holdrum Middle School,393 RIVERVALE ROAD,RIVER VALE,NJ,07675,(201)358-4016
03,BERGEN,4430,River Vale Publc Schools,060,Roberge Elementary School,617 WESTWOOD AVE,RIVER VALE,NJ,07675-6241,(201)358-4006
03,BERGEN,4430,River Vale Publc Schools,070,Woodside Elementary School,801 RIVERVALE RD,RIVER VALE,NJ,07675-6148,(201)358-4028
03,BERGEN,4470,Rochelle Park School District,050,Midland School #1,300 ROCHELLE AVE,ROCHELLE PARK,NJ,07662-3915,(201)843-3120
03,BERGEN,4600,Rutherford Public Schools,070,Lincoln School,414 MONTROSS AVENUE,RUTHERFORD,NJ,07070-2218,(201)438-7675
03,BERGEN,4600,Rutherford Public Schools,080,Pierrepont School,70 E PIERREPONT AVE,RUTHERFORD,NJ,07070-2333,(201)438-7675
03,BERGEN,4600,Rutherford Public Schools,050,Rutherford High School,56 ELLIOTT PL,RUTHERFORD,NJ,07070-1965,(201)438-7675
03,BERGEN,4600,Rutherford Public Schools,100,Union School,359 UNION AVE,RUTHERFORD,NJ,07070-1519,(201)438-7675
03,BERGEN,4600,Rutherford Public Schools,110,Washington School,89 WOOD ST,RUTHERFORD,NJ,07070-1571,(201)438-7675
03,BERGEN,4610,SADDLE BROOK TOWNSHIP BOARD OF EDUCATION,080,FRANKLIN SCHOOL,95 CALDWELL AVENUE,SADDLE BROOK,NJ,07663,(201)843-8664
03,BERGEN,4610,SADDLE BROOK TOWNSHIP BOARD OF EDUCATION,085,HELEN I. SMITH SCHOOL,30 CAMBRIDGE AVENUE,SADDLE BROOK,NJ,07663,(201)796-6650
03,BERGEN,4610,SADDLE BROOK TOWNSHIP BOARD OF EDUCATION,050,SADDLE BROOK MIDDLE/HIGH SCHOOL,355 MAYHILL STREET,SADDLE BROOK,NJ,07662,(201)843-2880
03,BERGEN,4610,SADDLE BROOK TOWNSHIP BOARD OF EDUCATION,090,SALOME H. LONG MEMORIAL SCHOOL,260 FLORAL LANE,SADDLE BROOK,NJ,07663,(201)796-6250
03,BERGEN,4610,SADDLE BROOK TOWNSHIP BOARD OF EDUCATION,100,WASHINGTON SCHOOL,225 MARKET STREET,SADDLE BROOK,NJ,07663,(201)843-6740
03,BERGEN,4620,SADDLE RIVER SCHOOL DISTRICT,050,Wandell School,97 E ALLENDALE RD,SADDLE RIVER,NJ,07458-3023,(201)327-0727
03,BERGEN,4845,South  Bergen Jointure Commission,050,Lodi MS HS,123 UNION ST,LODI,NJ,07644,(973)249-0995
03,BERGEN,4845,South  Bergen Jointure Commission,060,Maywood Campus,404 MAYWOOD AVENUE,MAYWOOD,NJ,07607,(201)845-8818
03,BERGEN,4845,South  Bergen Jointure Commission,070,Moonachie Campus,Robert L. Craig School,Moonachie,NJ,07074,(973)249-0995
03,BERGEN,4870,South Hackensack,050,Memorial,DYER AVENUE,SOUTH HACKENSACK,NJ,07606,(201)440-2782
03,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,070,J SPENCER SMITH SCHOOL,101 DOWNEY DRIVE,TENAFLY,NJ,07670,(201)816-7715
03,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,080,MALCOLM S MACKAY SCHOOL,111 JEFFERSON AVENUE,TENAFLY,NJ,07670,(201)816-7700
03,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,090,Ralph S Maugham School,111 MAGNOLIA AVENUE,TENAFLY,NJ,07670,(201)816-7705
03,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,050,TENAFLY HIGH SCHOOL,19 COLUMBUS DRIVE,TENAFLY,NJ,07670,(201)816-6601
03,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,095,TENAFLY MIDDLE SCHOOL,10 SUNSET LANE,TENAFLY,NJ,07670,(201)816-4530
03,BERGEN,5160,TENAFLY PUBLIC SCHOOLS,100,WALTER STILLMAN SCHOOL,75 TENAFLY ROAD,TENAFLY,NJ,07670,(201)816-7710
03,BERGEN,5150,Teaneck Public School,060,Benjamin Franklin Middle School,1315 TAFT ROAD,TEANECK,NJ,07666,(201)833-5451
03,BERGEN,5150,Teaneck Public School,130,James Russell Lowell Elementary School,1025 LINCOLN PLACE,TEANECK,NJ,07666,(201)833-5550
03,BERGEN,5150,Teaneck Public School,150,John Greenleaf Whittier Elementary School,491 W ENGLEWOOD AVENUE,TEANECK,NJ,07666,(201)833-5535
03,BERGEN,5150,Teaneck Public School,110,Nathaniel Hawthorne Elementary School,201 FYCKE LANE,TEANECK,NJ,07666,(201)833-5540
03,BERGEN,5150,Teaneck Public School,050,Teaneck High School,100 ELIZABETH ST,TEANECK,NJ,07666-4713,(201)833-5400
03,BERGEN,5150,Teaneck Public School,070,Thomas Jefferson Middle School,655 TEANECK RD,TEANECK,NJ,07666-4249,(201)833-5471
03,BERGEN,5150,Teaneck Public School,080,William Cullen Bryant School,1 TRYON AVENUE,TEANECK,NJ,07666,(201)833-5546
03,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,060,Edith A. Bogert Elementary School,391 W  SADDLE RIVER RD,UPPER SADDLE RIVER,NJ,07458,(201)961-6350
03,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,050,Emil A. Cavallini Middle School,392 W  SADDLE RIVER RD,UPPER SADDLE RIVER,NJ,07458,(201)961-6400
03,BERGEN,5330,UPPER SADDLE RIVER SCHOOL DISTRICT,070,Robert D Reynolds Primary School,391 W  SADDLE RIVER RD,UPPER SADDLE RIVER,NJ,07458,(201)961-6300
03,BERGEN,5430,WALLINGTON BORO,055,Frank W. Gavlak Elementary School,106 KING ST,WALLINGTON,NJ,07057,(973)777-4420
03,BERGEN,5430,WALLINGTON BORO,060,Jefferson Elementary School,32 PINE ST,WALLINGTON,NJ,07057,(973)777-4420
03,BERGEN,5430,WALLINGTON BORO,050,WALLINGTON JUNIOR SENIOR HIGH SCHOOL,234 MAIN AVE,WALLINGTON,NJ,07057-1523,(973)777-0808
03,BERGEN,5755,WESTWOOD REGIONAL SCHOOL DISTRICT,060,BERKELEY ELEMENTARY,47 BERKELEY AVE,WESTWOOD,NJ,07675-2401,(201)664-7760
03,BERGEN,5755,WESTWOOD REGIONAL SCHOOL DISTRICT,070,Brookside Elementary School,20 LAKE DRIVE,WESTWOOD,NJ,07675-2935,(201)664-9000
03,BERGEN,5755,WESTWOOD REGIONAL SCHOOL DISTRICT,065,Jessie F. George Elementary,1 PALM STREET,TOWNSHIP OF WASHINGTON,NJ,07676,(201)664-3033
03,BERGEN,5755,WESTWOOD REGIONAL SCHOOL DISTRICT,050,WESTWOOD JUNIONR/SENIOR HIGH SCHOOL,701 RIDGEWOOD ROAD,TOWNSHIP OF WASHINGTON,NJ,07676,(201)664-0880
03,BERGEN,5755,WESTWOOD REGIONAL SCHOOL DISTRICT,080,Washington Elementary School,600 SCHOOL STREET,TOWNSHIP OF WASHINGTON,NJ,07676,(201)664-6440
03,BERGEN,5755,WESTWOOD REGIONAL SCHOOL DISTRICT,062,Westwood Regional Middle School,23 THIRD AVENUE,WESTWOOD,NJ,07675-3331,(201)664-5560
03,BERGEN,5410,Waldwick School District,040,Crescent Elementary School,165 CRESCENT AVENUE,WALDWICK,NJ,07463,(201)445-0690
03,BERGEN,5410,Waldwick School District,050,Julia A Traphagen School,153 SUMMIT AVENUE,WALDWICK,NJ,07463,(201)445-0730
03,BERGEN,5410,Waldwick School District,030,Waldwick High School,155 WYCKOFF AVENUE,WALDWICK,NJ,07463,(201)652-9000
03,BERGEN,5410,Waldwick School District,070,Waldwick Middle School,155 WYCKOFF AVENUE,WALDWICK,NJ,07463,(201)652-9000
03,BERGEN,5830,Wood-Ridge Board of Education,060,Catherine E. Doyle Elementary School,250 WOOD  RIDGE AVE,WOOD  RIDGE,NJ,07075-1510,(201)933-6777
03,BERGEN,5830,Wood-Ridge Board of Education,070,Gretta R. Ostrovsky Middle School,540 WINDSOR RD,WOOD  RIDGE,NJ,07075-1309,(201)933-6777
03,BERGEN,5830,Wood-Ridge Board of Education,300,WOOD-RIDGE INTERMEDIATE SCHOOL,151 FIRST STREET,WOOD-RIDGE,NJ,07075,(201)933-6777
03,BERGEN,5830,Wood-Ridge Board of Education,050,Wood-Ridge High School,258 HACKENSACK ST,WOOD  RIDGE,NJ,07075-1207,(201)933-6777
03,BERGEN,5880,Woodcliff Lake School District,030,Dorchester Elementary School,100 DORCHESTER ROAD,WOODCLIFF LAKE,NJ,07675,(201)391-6542
